"","X","title.info","date","briefs","story.link"
"2314",2314,"Congratulations to President of Cyprus Demetris Christofias","2010-08-18","Dmitry Medvedev sent his congratulations to President of Cyprus Demetris Christofias on the 50th anniversary of the establishment of diplomatic relations between the Russian Federation and the Republic of Cyprus.","http://eng.kremlin.ru/news/791"
"2315",2315,"Congratulations to President of Namibia Hifikepunye Pohamba","2010-08-18","Dmitry Medvedev sent his congratulations to President of Namibia Hifikepunye Pohamba on his 75th birthday.","http://eng.kremlin.ru/news/790"
"2316",2316,"Meeting with President of Pakistan Asif Ali Zardari","2010-08-18","The two Presidents reviewed the state of the political dialogue between Russia and Pakistan, looked at current bilateral cooperation issues and regional matters, and discussed cooperation on fighting terrorism, drug trafficking, and organised crime.","http://eng.kremlin.ru/news/793"
"2317",2317,"Meeting with President of Afghanistan Hamid Karzai","2010-08-18","Dmitry Medvedev met in Sochi with President of Afghanistan Hamid Karzai. Economic and political cooperation were the main subjects of discussion. Mr Medvedev particularly noted the importance of joint efforts in fighting terrorism and drug trafficking.","http://eng.kremlin.ru/news/789"
"2318",2318,"Dmitry Medvedev will hold talks with Prime Minister of Luxembourg Jean-Claude Juncker","2010-08-18","Dmitry Medvedev and Prime Minister of Luxembourg Jean-Claude Juncker will hold talks in Sochi on August 24, 2010.","http://eng.kremlin.ru/news/788"
"2319",2319,"Telephone conversation with President of China Hu Jintao","2010-08-17","Dmitry Medvedev had a telephone conversation with President of China Hu Jintao.","http://eng.kremlin.ru/news/781"
"2320",2320,"Dmitry Medvedev will make a state visit to Armenia on August 19–20, 2010","2010-08-17",NA,"http://eng.kremlin.ru/news/785"
"2321",2321,"Russia needs to remove legislative barriers impeding development of trade relations","2010-08-16","The costs involved in crossing the customs border are sometimes unpredictable and discourage investors from opening new production facilities in Russia, Dmitry Medvedev said at a meeting on the country’s investment climate.","http://eng.kremlin.ru/news/776"
"2322",2322,"Four-party meeting between Dmitry Medvedev, Hamid Karzai, Asif Ali Zardari, and Emomali Rahmon","2010-08-16","A four-party meeting will take place on August 18, 2010, between President of Russia Dmitry Medvedev, President of Afghanistan Hamid Karzai, President of Pakistan Asif Ali Zardari, and President of Tajikistan Emomali Rahmon.","http://eng.kremlin.ru/news/775"
"2323",2323,"Congratulations to Indian President Pratibha Patil and Prime Minister Manmohan Singh on India’s Independence Day national holiday","2010-08-15","Dmitry Medvedev sent his congratulations to Indian President Pratibha Patil and Prime Minister Manmohan Singh on the country’s Independence Day national holiday.","http://eng.kremlin.ru/news/774"
"2324",2324,"Russian-South Ossetian talks","2010-08-13","The last two years have proven that Russia’s decision to defend the peoples of South Ossetia and Abkhazia and recognise the two countries’ independence was the right one, and it has given these peoples the chance to develop without fear of genocide and extermination, Dmitry Medvedev said at talks with President of South Ossetia Eduard Kokoity.","http://eng.kremlin.ru/news/767"
"2325",2325,"Telephone conversation with President of the United States Barack Obama","2010-08-12","The US President expressed his solidarity with Russia’s large-scale efforts of fire fighting and disaster relief, and his condolences following massive wildfires which caused loss of life and serious damage.","http://eng.kremlin.ru/news/765"
"2326",2326,"Telephone conversation with King of Spain Juan Carlos I","2010-08-12","On behalf of all the Spanish people and on his own behalf the King of Spain expressed sincere sympathy following the natural disasters that have struck Russia, and his condolences with regard to the lives lost as a result of the forest fires.","http://eng.kremlin.ru/news/764"
"2327",2327,"Dmitry Medvedev will meet with President of South Ossetia Eduard Kokoity on August 13, 2010","2010-08-12","The talks between the presidents of Russia and South Ossetia will be held in Sochi.","http://eng.kremlin.ru/news/761"
"2328",2328,"Telephone conversation with President of Ukraine Viktor Yanukovych","2010-08-11","Dmitry Medvedev thanked his Ukrainian counterpart for Ukraine’s assistance in fighting fires in Russia.","http://eng.kremlin.ru/news/757"
"2329",2329,"Condolences to President of China Hu Jintao","2010-08-10","Dmitry Medvedev sent his condolences to President of China Hu Jintao following the devastating mudslides there.","http://eng.kremlin.ru/news/758"
"2330",2330,"Working visit to Abkhazia","2010-08-08","Dmitry Medvedev made a brief working visit to Abkhazia.","http://eng.kremlin.ru/news/744"
"2331",2331,"Condolences to President of India Pratibha Patil and Prime Minister of India Manmohan Singh","2010-08-06","Dmitry Medvedev sent a telegram expressing condolences to President of India Pratibha Patil and Prime Minister of India Manmohan Singh following a flood in northern India.","http://eng.kremlin.ru/news/741"
"2332",2332,"Telephone conversation with President of Venezuela Hugo Chavez","2010-08-05",NA,"http://eng.kremlin.ru/news/733"
"2333",2333,"Telephone conversation with President of Uzbekistan Islam Karimov","2010-08-05",NA,"http://eng.kremlin.ru/news/734"
"2334",2334,"Joint news conference with President of South Africa Jacob Zuma","2010-08-05",NA,"http://eng.kremlin.ru/transcripts/731"
"2335",2335,"Russian-South African talks","2010-08-05","Dmitry Medvedev and President of South Africa Jacob Zuma reviewed plans for joint trade and economic projects.","http://eng.kremlin.ru/news/729"
"2336",2336,"Telephone conversation with President of Armenia Serzh Sargsyan","2010-08-04","The President of Armenia expressed solidarity and sympathy to the friendly Russian people following the nation’s major natural disasters.","http://eng.kremlin.ru/news/727"
"2337",2337,"Telephone conversation with Federal Chancellor of Germany Angela Merkel","2010-08-04","Angela Merkel expressed sincere sympathy and solidarity with the leadership and people of the Russian Federation following the major natural disasters that swept the country, as well as certainty that the measures taken by the President and the Government will allow taking the situation under firm control and launch emergency relief operations.","http://eng.kremlin.ru/news/726"
"2338",2338,"Telephone conversation with President of Kazakhstan Nursultan Nazarbayev","2010-08-04","The President of Kazakhstan expressed solidarity with the people of Russia following the nation’s major natural disasters.","http://eng.kremlin.ru/news/725"
"2339",2339,"Congratulations to US President Barack Obama","2010-08-04","Dmitry Medvedev sent US President Barack Obama a message of congratulations on his birthday.","http://eng.kremlin.ru/news/723"
"2340",2340,"Telephone conversation with Prime Minister of Spain Jose Luis Rodriguez Zapatero","2010-08-04","Dmitry Medvedev congratulated Jose Luis Rodriguez Zapatero on his 50th anniversary.","http://eng.kremlin.ru/news/721"
"2341",2341,"Condolences to President of Pakistan Asif Ali Zardari and Prime Minister of Pakistan Yousaf Raza Gilani","2010-08-02","Dmitry Medvedev sent his condolences to President of Pakistan Asif Ali Zardari and Prime Minister of Pakistan Yousaf Raza Gilani following widespread flooding that has claimed many lives.","http://eng.kremlin.ru/news/704"
"2342",2342,"Telephone conversation with President of Ukraine Viktor Yanukovych","2010-08-02","On Ukraine’s initiative, Dmitry Medvedev and Viktor Yanukovych had a telephone conversation on August 1.","http://eng.kremlin.ru/news/703"
"2343",2343,"Ratification of agreement on mutual administrative assistance by customs authorities of Customs Union member states","2010-08-01","Dmitry Medvedev signed Federal Law On Ratification of the Agreement on Mutual Administrative Assistance by Customs Authorities of the Customs Union Member States.","http://eng.kremlin.ru/acts/713"
"2344",2344,"Ratification of agreement on encouragement and mutual protection of investments in Eurasian Economic Community (EurAsEC) member states","2010-08-01","Dmitry Medvedev signed Federal Law On Ratification of the Agreement on the Encouragement and Mutual Protection of Investments in Eurasian Economic Community (EurAsEC) Member States.","http://eng.kremlin.ru/acts/712"
"2345",2345,"Ratification of agreement with Government of Turkmenistan on encouragement and mutual protection of investments","2010-08-01","Dmitry Medvedev signed Federal Law On Ratification of the Agreement Between the Government of the Russian Federation and the Government of Turkmenistan on the Encouragement and Mutually Protection of Investments.","http://eng.kremlin.ru/acts/714"
"2346",2346,"Telephone conversation with President of Turkmenistan Gurbanguly Berdimuhamedov","2010-07-31","The presidents of Russia and Turkmenistan discussed key issues of bilateral relations and noted the positive cooperation dynamics in several areas. Mr Medvedev and Mr Berdimuhamedov expressed their satisfaction with the work of the Intergovernmental Commission and the development of interregional ties, which is of major practical importance for the Russian-Turkmen relations.","http://eng.kremlin.ru/news/701"
"2347",2347,"Ratification of agreement on the establishment and application in the Customs Union of procedures for import customs duties transfer and distribution","2010-07-31","Dmitry Medvedev signed law on ratification of agreement on the establishment and application in the Customs Union of procedures for import customs duties transfer and distribution.","http://eng.kremlin.ru/acts/717"
"2348",2348,"Laws on ratifying agreements between the Government of the Russian Federation and the European Union on financing and implementing cross-border cooperation programmes","2010-07-31","Dmitry Medvedev signed Federal Laws on ratifying agreements between the Government of the Russian Federation and the European Union on financing and implementing the Estonia-Latvia-Russia, Karelia, Lithuania-Poland-Russia, Southeast Finland-Russia, and Kolarctic cross-border cooperation programmes.","http://eng.kremlin.ru/acts/715"
"2349",2349,"Condolences to President of Congo Joseph Kabila Kabange","2010-07-30","Dmitry Medvedev sent his condolences to President of the Democratic Republic of Congo Joseph Kabila Kabange following the capsizing of a ferry on the Kasai River.","http://eng.kremlin.ru/news/692"
"2350",2350,"Dmitry Medvedev will hold negotiations with President of South Africa Jacob Zuma on August 5, 2010, in Sochi","2010-07-29","At Dmitry Medvedev's invitation, President of South Africa Jacob Zuma will make an official visit to Russia on August 4-6, 2010.","http://eng.kremlin.ru/news/686"
"2351",2351,"Condolences to President of Pakistan Asif Ali Zardari","2010-07-28","Dmitry Medvedev sent his condolences to President of Pakistan Asif Ali Zardari following a plane crash near Islamabad.","http://eng.kremlin.ru/news/679"
"2352",2352,"Condolences to Federal Chancellor of Germany Angela Merkel following the tragedy in Duisburg","2010-07-25","Dmitry Medvedev sent his condolences to Federal Chancellor of Germany Angela Merkel following the tragedy at the music festival in Duisburg.","http://eng.kremlin.ru/news/662"
"2353",2353,"Visit to Italy","2010-07-23","Dmitry Medvedev held talks in Milan with Italian Prime Minister Silvio Berlusconi.","http://eng.kremlin.ru/visits/655"
"2354",2354,"Russian-Italian talks","2010-07-23","Dmitry Medvedev held talks in Milan with Italian Prime Minister Silvio Berlusconi.","http://eng.kremlin.ru/news/652"
"2355",2355,"News conference following Russian-Italian talks","2010-07-23",NA,"http://eng.kremlin.ru/transcripts/654"
"2356",2356,"Russian-Finnish talks","2010-07-21","Dmitry Medvedev and President of Finland Tarja Halonen discussed a new European security architecture, developing the EU-Russia strategic partnership, including progress towards visa-free travel and the Partnership for Modernisation initiative, nuclear disarmament and non-proliferation, and a number of regional issues.","http://eng.kremlin.ru/news/640"
